munid,municipality,iscity,provid,muncode,isactive,psgc_code,urban_rural,,
343,DILASAG,0,16,,1,37703000,,,"'37703000':'DILASAG',"
344,DINALUNGAN,0,16,,1,37704000,,,"'37704000':'DINALUNGAN',"
345,DINGALAN,0,16,,1,37705000,,,"'37705000':'DINGALAN',"
346,DIPACULAO,0,16,,1,37706000,,,"'37706000':'DIPACULAO',"
347,MARIA AURORA,0,16,,1,37707000,,,"'37707000':'MARIA AURORA',"
348,SAN LUIS,0,16,,1,37708000,,,"'37708000':'SAN LUIS',"
349,AGONCILLO,0,23,,1,41001000,,,"'41001000':'AGONCILLO',"
350,ALITAGTAG,0,23,,1,41002000,,,"'41002000':'ALITAGTAG',"
351,BALAYAN,0,23,,1,41003000,,,"'41003000':'BALAYAN',"
352,BALETE,0,23,,1,41004000,,,"'41004000':'BALETE',"
353,BATANGAS CITY (Capital),1,23,,1,41005000,,,"'41005000':'BATANGAS CITY (Capital)',"
354,BAUAN,0,23,,1,41006000,,,"'41006000':'BAUAN',"
355,CALACA,0,23,,1,41007000,,,"'41007000':'CALACA',"
356,CALATAGAN,0,23,,1,41008000,,,"'41008000':'CALATAGAN',"
357,CUENCA,0,23,,1,41009000,,,"'41009000':'CUENCA',"
358,IBAAN,0,23,,1,41010000,,,"'41010000':'IBAAN',"
359,LAUREL,0,23,,1,41011000,,,"'41011000':'LAUREL',"
360,LEMERY,0,23,,1,41012000,,,"'41012000':'LEMERY',"
361,LIAN,0,23,,1,41013000,,,"'41013000':'LIAN',"
362,LIPA CITY,1,23,,1,41014000,,,"'41014000':'LIPA CITY',"
363,LOBO,0,23,,1,41015000,,,"'41015000':'LOBO',"
364,MABINI,0,23,,1,41016000,,,"'41016000':'MABINI',"
365,MALVAR,0,23,,1,41017000,,,"'41017000':'MALVAR',"
366,MATAASNAKAHOY,0,23,,1,41018000,,,"'41018000':'MATAASNAKAHOY',"
367,NASUGBU,0,23,,1,41019000,,,"'41019000':'NASUGBU',"
368,PADRE GARCIA,0,23,,1,41020000,,,"'41020000':'PADRE GARCIA',"
369,ROSARIO,0,23,,1,41021000,,,"'41021000':'ROSARIO',"
370,SAN JOSE,0,23,,1,41022000,,,"'41022000':'SAN JOSE',"
371,SAN JUAN,0,23,,1,41023000,,,"'41023000':'SAN JUAN',"
372,SAN LUIS,0,23,,1,41024000,,,"'41024000':'SAN LUIS',"
373,SAN NICOLAS,0,23,,1,41025000,,,"'41025000':'SAN NICOLAS',"
374,SAN PASCUAL,0,23,,1,41026000,,,"'41026000':'SAN PASCUAL',"
375,SANTA TERESITA,0,23,,1,41027000,,,"'41027000':'SANTA TERESITA',"
376,SANTO TOMAS,0,23,,1,41028000,,,"'41028000':'SANTO TOMAS',"
377,TAAL,0,23,,1,41029000,,,"'41029000':'TAAL',"
378,TALISAY,0,23,,1,41030000,,,"'41030000':'TALISAY',"
379,CITY OF TANAUAN,1,23,,1,41031000,,,"'41031000':'CITY OF TANAUAN',"
380,TAYSAN,0,23,,1,41032000,,,"'41032000':'TAYSAN',"
381,TINGLOY,0,23,,1,41033000,,,"'41033000':'TINGLOY',"
382,TUY,0,23,,1,41034000,,,"'41034000':'TUY',"
383,ALFONSO,0,24,,1,42101000,,,"'42101000':'ALFONSO',"
384,AMADEO,0,24,,1,42102000,,,"'42102000':'AMADEO',"
385,BACOOR CITY,1,24,,1,42103000,,,"'42103000':'BACOOR CITY',"
386,CARMONA,0,24,,1,42104000,,,"'42104000':'CARMONA',"
387,CAVITE CITY,1,24,,1,42105000,,,"'42105000':'CAVITE CITY',"
388,CITY OF DASMARI,1,24,,1,42106000,,,"'42106000':'CITY OF DASMARI',"
389,GENERAL EMILIO AGUINALDO,0,24,,1,42107000,,,"'42107000':'GENERAL EMILIO AGUINALDO',"
390,GENERAL TRIAS,0,24,,1,42108000,,,"'42108000':'GENERAL TRIAS',"
391,IMUS CITY,1,24,,1,42109000,,,"'42109000':'IMUS CITY',"
392,INDANG,0,24,,1,42110000,,,"'42110000':'INDANG',"
393,KAWIT,0,24,,1,42111000,,,"'42111000':'KAWIT',"
394,MAGALLANES,0,24,,1,42112000,,,"'42112000':'MAGALLANES',"
395,MARAGONDON,0,24,,1,42113000,,,"'42113000':'MARAGONDON',"
396,MENDEZ (MENDEZ-NU,0,24,,1,42114000,,,"'42114000':'MENDEZ (MENDEZ-NU',"
397,NAIC,0,24,,1,42115000,,,"'42115000':'NAIC',"
398,NOVELETA,0,24,,1,42116000,,,"'42116000':'NOVELETA',"
399,ROSARIO,0,24,,1,42117000,,,"'42117000':'ROSARIO',"
400,SILANG,0,24,,1,42118000,,,"'42118000':'SILANG',"
401,TAGAYTAY CITY,1,24,,1,42119000,,,"'42119000':'TAGAYTAY CITY',"
402,TANZA,0,24,,1,42120000,,,"'42120000':'TANZA',"
403,TERNATE,0,24,,1,42121000,,,"'42121000':'TERNATE',"
404,TRECE MARTIRES CITY (Capital),1,24,,1,42122000,,,"'42122000':'TRECE MARTIRES CITY (Capital)',"
405,GEN. MARIANO ALVAREZ,0,24,,1,42123000,,,"'42123000':'GEN. MARIANO ALVAREZ',"
406,ALAMINOS,0,25,,1,43401000,,,"'43401000':'ALAMINOS',"
407,BAY,0,25,,1,43402000,,,"'43402000':'BAY',"
408,CITY OF BINAN,1,25,,1,43403000,,,"'43403000':'CITY OF BINAN',"
409,CABUYAO CITY,1,25,,1,43404000,,,"'43404000':'CABUYAO CITY',"
410,CITY OF CALAMBA,1,25,,1,43405000,,,"'43405000':'CITY OF CALAMBA',"
411,CALAUAN,0,25,,1,43406000,,,"'43406000':'CALAUAN',"
412,CAVINTI,0,25,,1,43407000,,,"'43407000':'CAVINTI',"
413,FAMY,0,25,,1,43408000,,,"'43408000':'FAMY',"
414,KALAYAAN,0,25,,1,43409000,,,"'43409000':'KALAYAAN',"
415,LILIW,0,25,,1,43410000,,,"'43410000':'LILIW',"
416,LOS BA,0,25,,1,43411000,,,"'43411000':'LOS BA',"
417,LUISIANA,0,25,,1,43412000,,,"'43412000':'LUISIANA',"
418,LUMBAN,0,25,,1,43413000,,,"'43413000':'LUMBAN',"
419,MABITAC,0,25,,1,43414000,,,"'43414000':'MABITAC',"
420,MAGDALENA,0,25,,1,43415000,,,"'43415000':'MAGDALENA',"
421,MAJAYJAY,0,25,,1,43416000,,,"'43416000':'MAJAYJAY',"
422,NAGCARLAN,0,25,,1,43417000,,,"'43417000':'NAGCARLAN',"
423,PAETE,0,25,,1,43418000,,,"'43418000':'PAETE',"
424,PAGSANJAN,0,25,,1,43419000,,,"'43419000':'PAGSANJAN',"
425,PAKIL,0,25,,1,43420000,,,"'43420000':'PAKIL',"
426,PANGIL,0,25,,1,43421000,,,"'43421000':'PANGIL',"
427,PILA,0,25,,1,43422000,,,"'43422000':'PILA',"
428,RIZAL,0,25,,1,43423000,,,"'43423000':'RIZAL',"
429,SAN PABLO CITY,1,25,,1,43424000,,,"'43424000':'SAN PABLO CITY',"
430,CITY OF SAN PEDRO,1,25,,1,43425000,,,"'43425000':'CITY OF SAN PEDRO',"
431,SANTA CRUZ (Capital),0,25,,1,43426000,,,"'43426000':'SANTA CRUZ (Capital)',"
432,SANTA MARIA,0,25,,1,43427000,,,"'43427000':'SANTA MARIA',"
433,CITY OF SANTA ROSA,1,25,,1,43428000,,,"'43428000':'CITY OF SANTA ROSA',"
434,SINILOAN,0,25,,1,43429000,,,"'43429000':'SINILOAN',"
435,VICTORIA,0,25,,1,43430000,,,"'43430000':'VICTORIA',"
436,AGDANGAN,0,26,,1,45601000,,,"'45601000':'AGDANGAN',"
437,ALABAT,0,26,,1,45602000,,,"'45602000':'ALABAT',"
438,ATIMONAN,0,26,,1,45603000,,,"'45603000':'ATIMONAN',"
439,BUENAVISTA,0,26,,1,45605000,,,"'45605000':'BUENAVISTA',"
440,BURDEOS,0,26,,1,45606000,,,"'45606000':'BURDEOS',"
441,CALAUAG,0,26,,1,45607000,,,"'45607000':'CALAUAG',"
442,CANDELARIA,0,26,,1,45608000,,,"'45608000':'CANDELARIA',"
443,CATANAUAN,0,26,,1,45610000,,,"'45610000':'CATANAUAN',"
444,DOLORES,0,26,,1,45615000,,,"'45615000':'DOLORES',"
445,GENERAL LUNA,0,26,,1,45616000,,,"'45616000':'GENERAL LUNA',"
446,GENERAL NAKAR,0,26,,1,45617000,,,"'45617000':'GENERAL NAKAR',"
447,GUINAYANGAN,0,26,,1,45618000,,,"'45618000':'GUINAYANGAN',"
448,GUMACA,0,26,,1,45619000,,,"'45619000':'GUMACA',"
449,INFANTA,0,26,,1,45620000,,,"'45620000':'INFANTA',"
450,JOMALIG,0,26,,1,45621000,,,"'45621000':'JOMALIG',"
451,LOPEZ,0,26,,1,45622000,,,"'45622000':'LOPEZ',"
452,LUCBAN,0,26,,1,45623000,,,"'45623000':'LUCBAN',"
453,LUCENA CITY (Capital),1,26,,1,45624000,,,"'45624000':'LUCENA CITY (Capital)',"
454,MACALELON,0,26,,1,45625000,,,"'45625000':'MACALELON',"
455,MAUBAN,0,26,,1,45627000,,,"'45627000':'MAUBAN',"
456,MULANAY,0,26,,1,45628000,,,"'45628000':'MULANAY',"
457,PADRE BURGOS,0,26,,1,45629000,,,"'45629000':'PADRE BURGOS',"
458,PAGBILAO,0,26,,1,45630000,,,"'45630000':'PAGBILAO',"
459,PANUKULAN,0,26,,1,45631000,,,"'45631000':'PANUKULAN',"
460,PATNANUNGAN,0,26,,1,45632000,,,"'45632000':'PATNANUNGAN',"
461,PEREZ,0,26,,1,45633000,,,"'45633000':'PEREZ',"
462,PITOGO,0,26,,1,45634000,,,"'45634000':'PITOGO',"
463,PLARIDEL,0,26,,1,45635000,,,"'45635000':'PLARIDEL',"
464,POLILLO,0,26,,1,45636000,,,"'45636000':'POLILLO',"
465,QUEZON,0,26,,1,45637000,,,"'45637000':'QUEZON',"
466,REAL,0,26,,1,45638000,,,"'45638000':'REAL',"
467,SAMPALOC,0,26,,1,45639000,,,"'45639000':'SAMPALOC',"
468,SAN ANDRES,0,26,,1,45640000,,,"'45640000':'SAN ANDRES',"
469,SAN ANTONIO,0,26,,1,45641000,,,"'45641000':'SAN ANTONIO',"
470,SAN FRANCISCO (AURORA),0,26,,1,45642000,,,"'45642000':'SAN FRANCISCO (AURORA)',"
471,SAN NARCISO,0,26,,1,45644000,,,"'45644000':'SAN NARCISO',"
472,SARIAYA,0,26,,1,45645000,,,"'45645000':'SARIAYA',"
473,TAGKAWAYAN,0,26,,1,45646000,,,"'45646000':'TAGKAWAYAN',"
474,CITY OF TAYABAS,1,26,,1,45647000,,,"'45647000':'CITY OF TAYABAS',"
475,TIAONG,0,26,,1,45648000,,,"'45648000':'TIAONG',"
476,UNISAN,0,26,,1,45649000,,,"'45649000':'UNISAN',"
477,ANGONO,0,27,,1,45801000,,,"'45801000':'ANGONO',"
478,CITY OF ANTIPOLO,1,27,,1,45802000,,,"'45802000':'CITY OF ANTIPOLO',"
479,BARAS,0,27,,1,45803000,,,"'45803000':'BARAS',"
480,BINANGONAN,0,27,,1,45804000,,,"'45804000':'BINANGONAN',"
481,CAINTA,0,27,,1,45805000,,,"'45805000':'CAINTA',"
482,CARDONA,0,27,,1,45806000,,,"'45806000':'CARDONA',"
483,JALA-JALA,0,27,,1,45807000,,,"'45807000':'JALA-JALA',"
484,RODRIGUEZ (MONTALBAN),0,27,,1,45808000,,,"'45808000':'RODRIGUEZ (MONTALBAN)',"
485,MORONG,0,27,,1,45809000,,,"'45809000':'MORONG',"
486,PILILLA,0,27,,1,45810000,,,"'45810000':'PILILLA',"
487,SAN MATEO,0,27,,1,45811000,,,"'45811000':'SAN MATEO',"
488,TANAY,0,27,,1,45812000,,,"'45812000':'TANAY',"
489,TAYTAY,0,27,,1,45813000,,,"'45813000':'TAYTAY',"
490,TERESA,0,27,,1,45814000,,,"'45814000':'TERESA',"
491,BACACAY,0,33,,1,50501000,,,"'50501000':'BACACAY',"
492,CAMALIG,0,33,,1,50502000,,,"'50502000':'CAMALIG',"
493,DARAGA (LOCSIN),0,33,,1,50503000,,,"'50503000':'DARAGA (LOCSIN)',"
494,GUINOBATAN,0,33,,1,50504000,,,"'50504000':'GUINOBATAN',"
495,JOVELLAR,0,33,,1,50505000,,,"'50505000':'JOVELLAR',"
496,LEGAZPI CITY (Capital),1,33,,1,50506000,,,"'50506000':'LEGAZPI CITY (Capital)',"
497,LIBON,0,33,,1,50507000,,,"'50507000':'LIBON',"
498,CITY OF LIGAO,1,33,,1,50508000,,,"'50508000':'CITY OF LIGAO',"
499,MALILIPOT,0,33,,1,50509000,,,"'50509000':'MALILIPOT',"
500,MALINAO,0,33,,1,50510000,,,"'50510000':'MALINAO',"
501,MANITO,0,33,,1,50511000,,,"'50511000':'MANITO',"
502,OAS,0,33,,1,50512000,,,"'50512000':'OAS',"
503,PIO DURAN,0,33,,1,50513000,,,"'50513000':'PIO DURAN',"
504,POLANGUI,0,33,,1,50514000,,,"'50514000':'POLANGUI',"
505,RAPU-RAPU,0,33,,1,50515000,,,"'50515000':'RAPU-RAPU',"
506,SANTO DOMINGO (LIBOG),0,33,,1,50516000,,,"'50516000':'SANTO DOMINGO (LIBOG)',"
507,CITY OF TABACO,1,33,,1,50517000,,,"'50517000':'CITY OF TABACO',"
508,TIWI,0,33,,1,50518000,,,"'50518000':'TIWI',"
509,BASUD,0,34,,1,51601000,,,"'51601000':'BASUD',"
510,CAPALONGA,0,34,,1,51602000,,,"'51602000':'CAPALONGA',"
511,DAET (Capital),0,34,,1,51603000,,,"'51603000':'DAET (Capital)',"
512,SAN LORENZO RUIZ (IMELDA),0,34,,1,51604000,,,"'51604000':'SAN LORENZO RUIZ (IMELDA)',"
513,JOSE PANGANIBAN,0,34,,1,51605000,,,"'51605000':'JOSE PANGANIBAN',"
514,LABO,0,34,,1,51606000,,,"'51606000':'LABO',"
515,MERCEDES,0,34,,1,51607000,,,"'51607000':'MERCEDES',"
516,PARACALE,0,34,,1,51608000,,,"'51608000':'PARACALE',"
517,SAN VICENTE,0,34,,1,51609000,,,"'51609000':'SAN VICENTE',"
518,SANTA ELENA,0,34,,1,51610000,,,"'51610000':'SANTA ELENA',"
519,TALISAY,0,34,,1,51611000,,,"'51611000':'TALISAY',"
520,VINZONS,0,34,,1,51612000,,,"'51612000':'VINZONS',"
521,BAAO,0,35,,1,51701000,,,"'51701000':'BAAO',"
522,BALATAN,0,35,,1,51702000,,,"'51702000':'BALATAN',"
523,BATO,0,35,,1,51703000,,,"'51703000':'BATO',"
524,BOMBON,0,35,,1,51704000,,,"'51704000':'BOMBON',"
525,BUHI,0,35,,1,51705000,,,"'51705000':'BUHI',"
526,BULA,0,35,,1,51706000,,,"'51706000':'BULA',"
527,CABUSAO,0,35,,1,51707000,,,"'51707000':'CABUSAO',"
528,CALABANGA,0,35,,1,51708000,,,"'51708000':'CALABANGA',"
529,CAMALIGAN,0,35,,1,51709000,,,"'51709000':'CAMALIGAN',"
530,CANAMAN,0,35,,1,51710000,,,"'51710000':'CANAMAN',"
531,CARAMOAN,0,35,,1,51711000,,,"'51711000':'CARAMOAN',"
532,DEL GALLEGO,0,35,,1,51712000,,,"'51712000':'DEL GALLEGO',"
533,GAINZA,0,35,,1,51713000,,,"'51713000':'GAINZA',"
534,GARCHITORENA,0,35,,1,51714000,,,"'51714000':'GARCHITORENA',"
535,GOA,0,35,,1,51715000,,,"'51715000':'GOA',"
536,IRIGA CITY,1,35,,1,51716000,,,"'51716000':'IRIGA CITY',"
537,LAGONOY,0,35,,1,51717000,,,"'51717000':'LAGONOY',"
538,LIBMANAN,0,35,,1,51718000,,,"'51718000':'LIBMANAN',"
539,LUPI,0,35,,1,51719000,,,"'51719000':'LUPI',"
540,MAGARAO,0,35,,1,51720000,,,"'51720000':'MAGARAO',"
541,MILAOR,0,35,,1,51721000,,,"'51721000':'MILAOR',"
542,MINALABAC,0,35,,1,51722000,,,"'51722000':'MINALABAC',"
543,NABUA,0,35,,1,51723000,,,"'51723000':'NABUA',"
544,NAGA CITY,1,35,,1,51724000,,,"'51724000':'NAGA CITY',"
545,OCAMPO,0,35,,1,51725000,,,"'51725000':'OCAMPO',"
546,PAMPLONA,0,35,,1,51726000,,,"'51726000':'PAMPLONA',"
547,PASACAO,0,35,,1,51727000,,,"'51727000':'PASACAO',"
548,PILI (Capital),0,35,,1,51728000,,,"'51728000':'PILI (Capital)',"
549,PRESENTACION (PARUBCAN),0,35,,1,51729000,,,"'51729000':'PRESENTACION (PARUBCAN)',"
550,RAGAY,0,35,,1,51730000,,,"'51730000':'RAGAY',"
551,SAGNAY,0,35,,1,51731000,,,"'51731000':'SAGNAY',"
552,SAN FERNANDO,0,35,,1,51732000,,,"'51732000':'SAN FERNANDO',"
553,SAN JOSE,0,35,,1,51733000,,,"'51733000':'SAN JOSE',"
554,SIPOCOT,0,35,,1,51734000,,,"'51734000':'SIPOCOT',"
555,SIRUMA,0,35,,1,51735000,,,"'51735000':'SIRUMA',"
556,TIGAON,0,35,,1,51736000,,,"'51736000':'TIGAON',"
557,TINAMBAC,0,35,,1,51737000,,,"'51737000':'TINAMBAC',"
558,BAGAMANOC,0,36,,1,52001000,,,"'52001000':'BAGAMANOC',"
559,BARAS,0,36,,1,52002000,,,"'52002000':'BARAS',"
560,BATO,0,36,,1,52003000,,,"'52003000':'BATO',"
561,CARAMORAN,0,36,,1,52004000,,,"'52004000':'CARAMORAN',"
562,GIGMOTO,0,36,,1,52005000,,,"'52005000':'GIGMOTO',"
563,PANDAN,0,36,,1,52006000,,,"'52006000':'PANDAN',"
564,PANGANIBAN (PAYO),0,36,,1,52007000,,,"'52007000':'PANGANIBAN (PAYO)',"
565,SAN ANDRES (CALOLBON),0,36,,1,52008000,,,"'52008000':'SAN ANDRES (CALOLBON)',"
566,SAN MIGUEL,0,36,,1,52009000,,,"'52009000':'SAN MIGUEL',"
567,VIGA,0,36,,1,52010000,,,"'52010000':'VIGA',"
568,VIRAC (Capital),0,36,,1,52011000,,,"'52011000':'VIRAC (Capital)',"
569,AROROY,0,37,,1,54101000,,,"'54101000':'AROROY',"
570,BALENO,0,37,,1,54102000,,,"'54102000':'BALENO',"
571,BALUD,0,37,,1,54103000,,,"'54103000':'BALUD',"
572,BATUAN,0,37,,1,54104000,,,"'54104000':'BATUAN',"
573,CATAINGAN,0,37,,1,54105000,,,"'54105000':'CATAINGAN',"
574,CAWAYAN,0,37,,1,54106000,,,"'54106000':'CAWAYAN',"
575,CLAVERIA,0,37,,1,54107000,,,"'54107000':'CLAVERIA',"
576,DIMASALANG,0,37,,1,54108000,,,"'54108000':'DIMASALANG',"
577,ESPERANZA,0,37,,1,54109000,,,"'54109000':'ESPERANZA',"
578,MANDAON,0,37,,1,54110000,,,"'54110000':'MANDAON',"
579,CITY OF MASBATE (Capital),1,37,,1,54111000,,,"'54111000':'CITY OF MASBATE (Capital)',"
580,MILAGROS,0,37,,1,54112000,,,"'54112000':'MILAGROS',"
581,MOBO,0,37,,1,54113000,,,"'54113000':'MOBO',"
582,MONREAL,0,37,,1,54114000,,,"'54114000':'MONREAL',"
583,PALANAS,0,37,,1,54115000,,,"'54115000':'PALANAS',"
584,PIO V. CORPUZ (LIMBUHAN),0,37,,1,54116000,,,"'54116000':'PIO V. CORPUZ (LIMBUHAN)',"
585,PLACER,0,37,,1,54117000,,,"'54117000':'PLACER',"
586,SAN FERNANDO,0,37,,1,54118000,,,"'54118000':'SAN FERNANDO',"
587,SAN JACINTO,0,37,,1,54119000,,,"'54119000':'SAN JACINTO',"
588,SAN PASCUAL,0,37,,1,54120000,,,"'54120000':'SAN PASCUAL',"
589,USON,0,37,,1,54121000,,,"'54121000':'USON',"
590,BARCELONA,0,38,,1,56202000,,,"'56202000':'BARCELONA',"
591,BULAN,0,38,,1,56203000,,,"'56203000':'BULAN',"
592,BULUSAN,0,38,,1,56204000,,,"'56204000':'BULUSAN',"
593,CASIGURAN,0,38,,1,56205000,,,"'56205000':'CASIGURAN',"
594,CASTILLA,0,38,,1,56206000,,,"'56206000':'CASTILLA',"
595,DONSOL,0,38,,1,56207000,,,"'56207000':'DONSOL',"
596,GUBAT,0,38,,1,56208000,,,"'56208000':'GUBAT',"
597,IROSIN,0,38,,1,56209000,,,"'56209000':'IROSIN',"
598,JUBAN,0,38,,1,56210000,,,"'56210000':'JUBAN',"
599,MAGALLANES,0,38,,1,56211000,,,"'56211000':'MAGALLANES',"
600,MATNOG,0,38,,1,56212000,,,"'56212000':'MATNOG',"
601,PILAR,0,38,,1,56213000,,,"'56213000':'PILAR',"
602,PRIETO DIAZ,0,38,,1,56214000,,,"'56214000':'PRIETO DIAZ',"
603,SANTA MAGDALENA,0,38,,1,56215000,,,"'56215000':'SANTA MAGDALENA',"
604,CITY OF SORSOGON (Capital),1,38,,1,56216000,,,"'56216000':'CITY OF SORSOGON (Capital)',"
605,ALTAVAS,0,39,,1,60401000,,,"'60401000':'ALTAVAS',"
606,BALETE,0,39,,1,60402000,,,"'60402000':'BALETE',"
607,BANGA,0,39,,1,60403000,,,"'60403000':'BANGA',"
608,BATAN,0,39,,1,60404000,,,"'60404000':'BATAN',"
609,BURUANGA,0,39,,1,60405000,,,"'60405000':'BURUANGA',"
610,IBAJAY,0,39,,1,60406000,,,"'60406000':'IBAJAY',"
611,KALIBO (Capital),0,39,,1,60407000,,,"'60407000':'KALIBO (Capital)',"
612,LEZO,0,39,,1,60408000,,,"'60408000':'LEZO',"
613,LIBACAO,0,39,,1,60409000,,,"'60409000':'LIBACAO',"
614,MADALAG,0,39,,1,60410000,,,"'60410000':'MADALAG',"
615,MAKATO,0,39,,1,60411000,,,"'60411000':'MAKATO',"
616,MALAY,0,39,,1,60412000,,,"'60412000':'MALAY',"
617,MALINAO,0,39,,1,60413000,,,"'60413000':'MALINAO',"
618,NABAS,0,39,,1,60414000,,,"'60414000':'NABAS',"
619,NEW WASHINGTON,0,39,,1,60415000,,,"'60415000':'NEW WASHINGTON',"
620,NUMANCIA,0,39,,1,60416000,,,"'60416000':'NUMANCIA',"
621,TANGALAN,0,39,,1,60417000,,,"'60417000':'TANGALAN',"
622,ANINI-Y,0,40,,1,60601000,,,"'60601000':'ANINI-Y',"
623,BARBAZA,0,40,,1,60602000,,,"'60602000':'BARBAZA',"
624,BELISON,0,40,,1,60603000,,,"'60603000':'BELISON',"
625,BUGASONG,0,40,,1,60604000,,,"'60604000':'BUGASONG',"
626,CALUYA,0,40,,1,60605000,,,"'60605000':'CALUYA',"
627,CULASI,0,40,,1,60606000,,,"'60606000':'CULASI',"
628,TOBIAS FORNIER (DAO),0,40,,1,60607000,,,"'60607000':'TOBIAS FORNIER (DAO)',"
629,HAMTIC,0,40,,1,60608000,,,"'60608000':'HAMTIC',"
630,LAUA-AN,0,40,,1,60609000,,,"'60609000':'LAUA-AN',"
631,LIBERTAD,0,40,,1,60610000,,,"'60610000':'LIBERTAD',"
632,PANDAN,0,40,,1,60611000,,,"'60611000':'PANDAN',"
633,PATNONGON,0,40,,1,60612000,,,"'60612000':'PATNONGON',"
634,SAN JOSE (Capital),0,40,,1,60613000,,,"'60613000':'SAN JOSE (Capital)',"
635,SAN REMIGIO,0,40,,1,60614000,,,"'60614000':'SAN REMIGIO',"
636,SEBASTE,0,40,,1,60615000,,,"'60615000':'SEBASTE',"
637,SIBALOM,0,40,,1,60616000,,,"'60616000':'SIBALOM',"
638,TIBIAO,0,40,,1,60617000,,,"'60617000':'TIBIAO',"
639,VALDERRAMA,0,40,,1,60618000,,,"'60618000':'VALDERRAMA',"
640,CUARTERO,0,41,,1,61901000,,,"'61901000':'CUARTERO',"
641,DAO,0,41,,1,61902000,,,"'61902000':'DAO',"
642,DUMALAG,0,41,,1,61903000,,,"'61903000':'DUMALAG',"
643,DUMARAO,0,41,,1,61904000,,,"'61904000':'DUMARAO',"
644,IVISAN,0,41,,1,61905000,,,"'61905000':'IVISAN',"
645,JAMINDAN,0,41,,1,61906000,,,"'61906000':'JAMINDAN',"
646,MA-AYON,0,41,,1,61907000,,,"'61907000':'MA-AYON',"
647,MAMBUSAO,0,41,,1,61908000,,,"'61908000':'MAMBUSAO',"
648,PANAY,0,41,,1,61909000,,,"'61909000':'PANAY',"
649,PANITAN,0,41,,1,61910000,,,"'61910000':'PANITAN',"
650,PILAR,0,41,,1,61911000,,,"'61911000':'PILAR',"
651,PONTEVEDRA,0,41,,1,61912000,,,"'61912000':'PONTEVEDRA',"
652,PRESIDENT ROXAS,0,41,,1,61913000,,,"'61913000':'PRESIDENT ROXAS',"
653,ROXAS CITY (Capital),1,41,,1,61914000,,,"'61914000':'ROXAS CITY (Capital)',"
654,SAPI-AN,0,41,,1,61915000,,,"'61915000':'SAPI-AN',"
655,SIGMA,0,41,,1,61916000,,,"'61916000':'SIGMA',"
656,TAPAZ,0,41,,1,61917000,,,"'61917000':'TAPAZ',"
657,AJUY,0,43,,1,63001000,,,"'63001000':'AJUY',"
658,ALIMODIAN,0,43,,1,63002000,,,"'63002000':'ALIMODIAN',"
659,ANILAO,0,43,,1,63003000,,,"'63003000':'ANILAO',"
660,BADIANGAN,0,43,,1,63004000,,,"'63004000':'BADIANGAN',"
661,BALASAN,0,43,,1,63005000,,,"'63005000':'BALASAN',"
662,BANATE,0,43,,1,63006000,,,"'63006000':'BANATE',"
663,BAROTAC NUEVO,0,43,,1,63007000,,,"'63007000':'BAROTAC NUEVO',"
664,BAROTAC VIEJO,0,43,,1,63008000,,,"'63008000':'BAROTAC VIEJO',"
665,BATAD,0,43,,1,63009000,,,"'63009000':'BATAD',"
666,BINGAWAN,0,43,,1,63010000,,,"'63010000':'BINGAWAN',"
667,CABATUAN,0,43,,1,63012000,,,"'63012000':'CABATUAN',"
668,CALINOG,0,43,,1,63013000,,,"'63013000':'CALINOG',"
669,CARLES,0,43,,1,63014000,,,"'63014000':'CARLES',"
670,CONCEPCION,0,43,,1,63015000,,,"'63015000':'CONCEPCION',"
671,DINGLE,0,43,,1,63016000,,,"'63016000':'DINGLE',"
672,DUEnAS,0,43,,1,63017000,,,"'63017000':'DUEnAS',"
673,DUMANGAS,0,43,,1,63018000,,,"'63018000':'DUMANGAS',"
674,ESTANCIA,0,43,,1,63019000,,,"'63019000':'ESTANCIA',"
675,GUIMBAL,0,43,,1,63020000,,,"'63020000':'GUIMBAL',"
676,IGBARAS,0,43,,1,63021000,,,"'63021000':'IGBARAS',"
677,ILOILO CITY (Capital),1,43,,1,63022000,,,"'63022000':'ILOILO CITY (Capital)',"
678,JANIUAY,0,43,,1,63023000,,,"'63023000':'JANIUAY',"
679,LAMBUNAO,0,43,,1,63025000,,,"'63025000':'LAMBUNAO',"
680,LEGANES,0,43,,1,63026000,,,"'63026000':'LEGANES',"
681,LEMERY,0,43,,1,63027000,,,"'63027000':'LEMERY',"
682,LEON,0,43,,1,63028000,,,"'63028000':'LEON',"
683,MAASIN,0,43,,1,63029000,,,"'63029000':'MAASIN',"
684,MIAGAO,0,43,,1,63030000,,,"'63030000':'MIAGAO',"
685,MINA,0,43,,1,63031000,,,"'63031000':'MINA',"
686,NEW LUCENA,0,43,,1,63032000,,,"'63032000':'NEW LUCENA',"
687,OTON,0,43,,1,63034000,,,"'63034000':'OTON',"
688,CITY OF PASSI,1,43,,1,63035000,,,"'63035000':'CITY OF PASSI',"
689,PAVIA,0,43,,1,63036000,,,"'63036000':'PAVIA',"
690,POTOTAN,0,43,,1,63037000,,,"'63037000':'POTOTAN',"
691,SAN DIONISIO,0,43,,1,63038000,,,"'63038000':'SAN DIONISIO',"
692,SAN ENRIQUE,0,43,,1,63039000,,,"'63039000':'SAN ENRIQUE',"
693,SAN JOAQUIN,0,43,,1,63040000,,,"'63040000':'SAN JOAQUIN',"
