article_incident_title,incday,incmo,incyr,case_status,region_psgc,province_psgc,municipality_psgc,city_psgc,manifestation_code1,incident_causes_code1,geo_tag_longitude,geo_tag_latitude,,
"Carnapping (motorcycle) in Brgy. Rosary Heights, Cotabato City ",2,12,2017,9,120000000,-99,-99,129804000,921,8012,124.2398944,7.210204811,,
"Carnapping (motorcycle) in Brgy. Rosary Heights, Cotabato City ",27,12,2017,9,120000000,-99,-99,129804000,921,8012,124.2398944,7.210204811,,
"Carnapping (motorcycle) in Brgy. Salbu, Datu Saudi Ampatuan, Maguindanao",12,6,2017,3,150000000,153800000,153826000,-99,921,8012,124.4258821,6.934427228,,
"Carnapping (motorcycle) in Brgy. San Rafael, Isabela City",12,2,2019,5,90000000,-99,-99,99701000,921,8012,121.9643724,6.698752171,,
"Carnapping (motorcycle) in Brgy. San Rafael, Isabela City",31,7,2019,5,90000000,-99,-99,99701000,921,8012,121.9643724,6.698752171,,
"Carnapping (motorcycle) in Brgy. San Rafael, Isabela City",27,10,2019,5,90000000,-99,-99,99701000,921,1007,121.9643724,6.698752171,,
"Carnapping (motorcycle) in Brgy. San Raymundo, Jolo, Sulu",24,8,2017,12,150000000,156600000,156602000,-99,921,8012,121.0065568,6.049431842,,
"Carnapping (motorcycle) in Brgy. San Raymundo, Jolo, Sulu",28,9,2017,12,150000000,156600000,156602000,-99,921,8012,121.0065568,6.049431842,,
"Carnapping (motorcycle) in Brgy. San Raymundo, Jolo, Sulu",3,10,2017,12,150000000,156600000,156602000,-99,921,8012,120.9956411,6.051182294,,
"Carnapping (motorcycle) in Brgy. San Raymundo, Jolo, Sulu",21,11,2017,12,150000000,156600000,156602000,-99,921,8012,121.0065568,6.049431842,,
"Carnapping (motorcycle) in Brgy. San Raymundo, Jolo, Sulu",20,10,2017,12,150000000,156600000,156602000,-99,921,8012,121.0065568,6.049431842,,
"Carnapping (motorcycle) in Brgy. San Raymundo, Jolo, Sulu",27,10,2017,12,150000000,156600000,156602000,-99,921,8012,121.0065568,6.049431842,,
"Carnapping (motorcycle) in Brgy. San Raymundo, Jolo, Sulu",4,1,2018,12,150000000,156600000,156602000,-99,921,8012,121.0065568,6.049431842,,
"Carnapping (motorcycle) in Brgy. San Raymundo, Jolo, Sulu",4,1,2018,12,150000000,156600000,156602000,-99,919,8012,121.0065568,6.049431842,,
"Carnapping (motorcycle) in Brgy. San Raymundo, Jolo, Sulu ",25,3,2017,3,150000000,156600000,156602000,-99,921,8012,121.0065568,6.049431842,,
"Carnapping (motorcycle) in Brgy. Seaside (Pob.), Isabela City",16,7,2019,3,90000000,-99,-99,99701000,921,1007,121.970721,6.705061705,,
"Carnapping (motorcycle) in Brgy. Sefegefen, Upi, Maguindanao",15,3,2018,12,150000000,153800000,153815000,-99,921,8012,124.1502244,7.035627144,,
"Carnapping (motorcycle) in Brgy. Sengal, Lamitan City, Basilan",7,11,2020,4,150000000,150700000,-99,150702000,921,8012,122.1237028,6.674627717,,
"Carnapping (motorcycle) in Brgy. Serran Village, Wao, Lanao del Sur",20,3,2019,-98,150000000,153600000,153630000,-99,921,8012,124.7371379,7.684798884,,
"Carnapping (motorcycle) in Brgy. Serran Village, Wao, Lanao del Sur ",28,6,2019,3,150000000,153600000,153630000,-99,921,1007,124.7371379,7.684798884,,
"Carnapping (motorcycle) in Brgy. Sumagdang, Isabela City",26,9,2017,5,90000000,-99,-99,99701000,921,8012,121.954302,6.689211485,,
"Carnapping (motorcycle) in Brgy. Sumagdang, Isabela City",28,9,2017,2,90000000,-99,-99,99701000,921,8012,121.954302,6.689211485,,
"Carnapping (motorcycle) in Brgy. Sumagdang, Isabela City",24,11,2018,3,90000000,-99,-99,99701000,919,1007,121.954302,6.689211485,,
"Carnapping (motorcycle) in Brgy. Sumagdang, Isabela City",1,4,2019,3,90000000,-99,-99,99701000,921,8012,121.954302,6.689211485,,
"Carnapping (motorcycle) in Brgy. Sumagdang, Isabela City",1,6,2019,5,90000000,-99,-99,99701000,921,1007,121.954302,6.689211485,,
"Carnapping (motorcycle) in Brgy. Sumagdang, Isabela City",12,6,2019,3,90000000,-99,-99,99701000,921,8012,121.954302,6.689211485,,
"Carnapping (motorcycle) in Brgy. Sumagdang, Isabela City",8,3,2020,3,90000000,-99,-99,99701000,921,8012,121.954302,6.689211485,,
"Carnapping (motorcycle) in Brgy. Sumagdang, Isabela City",22,11,2020,4,90000000,-99,-99,99701000,921,8012,121.954302,6.689211485,,
"Carnapping (motorcycle) in Brgy. Sumagdang, Isabela City ",4,12,2017,5,90000000,-99,-99,99701000,921,8012,121.954302,6.689211485,,
"Carnapping (motorcycle) in Brgy. Sunrise Village (Pob), Isabela City",2,10,2017,3,90000000,-99,-99,99701000,921,8012,121.9819115,6.699832241,,
"Carnapping (motorcycle) in Brgy. Sunrise Village (Pob.), Isabela City",12,5,2019,5,90000000,-99,-99,99701000,921,8012,121.9819115,6.699832241,,
"Carnapping (motorcycle) in Brgy. Sunrise Village (Pob.), Isabela City",27,5,2019,5,90000000,-99,-99,99701000,921,8012,121.9819115,6.699832241,,
"Carnapping (motorcycle) in Brgy. Sunrise Village (Pob.), Isabela City ",30,3,2017,3,90000000,-99,-99,99701000,921,8012,121.9819115,6.699832241,,
"Carnapping (motorcycle) in Brgy. Sunrise Village, Isabela City ",14,3,2017,11,90000000,-99,-99,99701000,921,8012,121.9819115,6.699832241,,
"Carnapping (motorcycle) in Brgy. Takut-takut, Jolo, Sulu",15,9,2017,12,150000000,156600000,156602000,-99,921,8012,121.0080767,6.058947101,,
"Carnapping (motorcycle) in Brgy. Tambo, Sultan Mastura, Maguindanao ",23,4,2017,10,150000000,153800000,153824000,-99,921,8012,124.2636782,7.3130335,,
"Carnapping (motorcycle) in Brgy. Tambunan 1, Talayan, Maguindanao",18,11,2019,10,150000000,153800000,153816000,-99,921,8012,124.3660907,6.978220943,,
"Carnapping (motorcycle) in Brgy. Tambunan I, Talayan, Maguindanao",27,6,2020,3,150000000,153800000,153816000,-99,921,1007,124.3660907,6.978220943,,
"Carnapping (motorcycle) in Brgy. Tamontaka 1, Cotabato City",30,6,2019,3,120000000,-99,-99,129804000,921,8012,124.2345717,7.180797291,,
"Carnapping (motorcycle) in Brgy. Tamontaka, Cotabato City",27,8,2018,3,120000000,-99,-99,129804000,921,8012,124.2266633,7.186595066,,
"Carnapping (motorcycle) in Brgy. Tamontaka, Datu Odin Sinsuat (Dinaig), Maguindanao",4,11,2018,3,150000000,153800000,153807000,-99,921,1007,124.2216865,7.172958051,,
"Carnapping (motorcycle) in Brgy. Togaig, Barira, Maguindanao ",24,2,2017,5,150000000,153800000,153818000,-99,921,8012,124.3051684,7.546118806,,
"Carnapping (motorcycle) in Brgy. Tongbangkaw,  Tandubas, Tawi-Tawi",18,11,2017,12,150000000,157000000,157007000,-99,921,8012,120.334204,5.154289974,,
"Carnapping (motorcycle) in Brgy. Tual, Paglat, Maguindanao",15,9,2018,3,150000000,153800000,153823000,-99,921,8012,124.7809536,6.797826036,,
"Carnapping (motorcycle) in Brgy. Tulay, Jolo, Sulu",14,3,2018,12,150000000,156600000,156602000,-99,921,8012,121.0005716,6.046310178,,
"Carnapping (motorcycle) in Brgy. Tumbao, Mangudadatu, Maguindanao",21,9,2017,-98,150000000,153800000,153832000,-99,921,8012,124.800069,6.65160186,,
"Carnapping (motorcycle) in Brgy. Tunggol, Pagagawan, Maguindanao",7,9,2018,10,150000000,153800000,153822000,-99,921,8012,124.7537236,7.078318192,,
"Carnapping (motorcycle) in Brgy. Ungap, Sultan Kudarat, Maguindanao",20,3,2019,10,150000000,153800000,153812000,-99,921,8012,124.2749633,7.233971605,,
"Carnapping (motorcycle) in Brgy. Upper Itil, Balabagan, Lanao del Sur ",21,10,2017,3,150000000,153600000,153602000,-99,921,8012,124.1733803,7.542908008,,
"Carnapping (motorcycle) in Brgy. Upper Talipao, Talipao, Sulu",12,4,2018,12,150000000,156600000,156613000,-99,921,8012,121.0690158,5.910954404,,
"Carnapping (motorcycle) in Brgy. Walled City (Pob.), Jolo, Sulu",15,6,2017,12,150000000,156600000,156602000,-99,921,8012,121.0007814,6.05388418,,
"Carnapping (motorcycle) in Brgy. Walled City (Pob.), Jolo, Sulu",5,12,2017,12,150000000,156600000,156602000,-99,921,8012,121.0007814,6.05388418,,
"Carnapping (motorcycle) in Brgy. Walled City (Pob.), Jolo, Sulu",15,12,2017,12,150000000,156600000,156602000,-99,921,8012,121.0007814,6.05388418,,
"Carnapping (motorcycle) in Brgy. Walled City (Pob.), Jolo, Sulu",21,3,2019,12,150000000,156600000,156602000,-99,921,8012,121.0007814,6.05388418,,
"Carnapping (motorcycle) in Brgy. Walled City (Pob.), Jolo, Sulu",19,9,2019,12,150000000,156600000,156602000,-99,921,8012,121.0007814,6.05388418,,
"Carnapping (motorcycle) in Brgy. Walled City, Jolo, Sulu",1,10,2017,1,150000000,156600000,156602000,-99,921,8012,121.0007814,6.05388418,,
"Carnapping (motorcycle) in Brgy. Walled City, Jolo, Sulu",1,11,2017,12,150000000,156600000,156602000,-99,921,8012,121.0007814,6.05388418,,
"Carnapping (motorcycle) in Brgy. Walled City, Jolo, Sulu",11,10,2017,12,150000000,156600000,156602000,-99,921,8012,121.0007814,6.05388418,,
"Carnapping (motorcycle) in Brgy. Walled City, Jolo, Sulu",22,10,2017,12,150000000,156600000,156602000,-99,921,8012,121.0007814,6.05388418,,
"Carnapping (motorcycle) in Brgy. Walled City, Jolo, Sulu",28,10,2017,12,150000000,156600000,156602000,-99,921,8012,121.0007814,6.05388418,,
"Carnapping (motorcycle) in Brgy. Walled City, Jolo, Sulu",11,2,2018,12,150000000,156600000,156602000,-99,921,8012,121.0007814,6.05388418,,
"Carnapping (motorcycle) in Brgy. Walled City, Jolo, Sulu",9,8,2018,12,150000000,156600000,156602000,-99,921,8012,121.0007814,6.05388418,,
"Carnapping (motorcycle) in Brgy. Walled City, Jolo, Sulu",20,10,2018,12,150000000,156600000,156602000,-99,921,8012,121.0007814,6.05388418,,
"Carnapping (motorcycle) in Brgy. Walled City, Julu, Sulu ",5,1,2019,12,150000000,156600000,156602000,-99,921,8012,121.0007814,6.05388418,,
"Carnapping (motorcycle) in Brgy. Western Wao (Pob.), Wao, Lanao del Sur",3,11,2018,-98,150000000,153600000,153630000,-99,921,1007,124.7175251,7.638974104,,
"Carnapping (motorcycle) in Brgy. Western Wao (Pob.), Wao, Lanao del Sur",8,12,2019,-98,150000000,153600000,153630000,-99,921,8012,124.7175251,7.638974104,,
"Carnapping (motorcycle) in Brgy. Western Wao (Pob.), Wao, Lanao del Sur ",14,4,2019,-98,150000000,153600000,153630000,-99,921,8012,124.7175251,7.638974104,,
"Carnapping (motorcycle) in Brgy. Western Wao (Pob.), Wao, Lanao del Sur ",3,9,2019,9,150000000,153600000,153630000,-99,921,8012,124.7175251,7.638974104,,
"Carnapping (motorcycle) in Brgy. Western Wao (Pob.), Wao, Landao del Sur",16,4,2019,-98,150000000,153600000,153630000,-99,921,8012,124.7175251,7.638974104,,
"Carnapping (motorcycle) in Brgy. Western Wao, Wao, Lanao del Sur",7,10,2019,-98,150000000,153600000,153630000,-99,921,8012,124.7175251,7.638974104,,
"Carnapping (motorcycle) in Brgy.Poblacion, Buluan, Maguindanao",1,6,2019,12,150000000,153800000,153803000,-99,921,1007,124.7889295,6.719403706,,
"Carnapping (motorcycle) in CRMC Comp, Brgy. Rosary Heights 10, Cotabato City",14,9,2014,3,120000000,-99,-99,129804000,921,1007,124.2353465,7.201788887,,
"Carnapping (motorcycle) in Datu Saudi Ampatuan, Maguindanao",21,6,2019,12,150000000,153800000,153826000,-99,921,8012,124.4157051,6.928139567,,
"Carnapping (motorcycle) in Jose Lim Street, Brgy. Poblacion 5, Cotabato City",3,10,2017,3,120000000,-99,-99,129804000,921,8012,124.2497832,7.223115208,,
"Carnapping (motorcycle) in Kakar, Brgy. Poblacion 8, Cotabato City",19,7,2017,10,120000000,-99,-99,129804000,921,8012,124.2581431,7.197526579,,
"Carnapping (motorcycle) in Macapagal St., Brgy. Rosary Heights, Cotabato City",15,9,2014,3,120000000,-99,-99,129804000,921,1007,124.2398944,7.210204811,,
"Carnapping (motorcycle) in Malagapas, Brgy. Rosary Heights 10, Cotabato City",24,7,2017,10,120000000,-99,-99,129804000,921,8012,124.2353465,7.201788887,,
"Carnapping (motorcycle) in Mother Brgy. Tamontaka, Cotabato City",6,9,2017,9,120000000,-99,-99,129804000,921,8012,124.2266633,7.186595066,,
"Carnapping (motorcycle) in Ortuoste St., Rosary Heights 6, Cotabato City",19,9,2014,3,120000000,-99,-99,129804000,921,1007,124.2466,7.203677434,,
"Carnapping (motorcycle) in Sinsuat Ave., Brgy. Rosary Heights 10, Cotabato City",30,9,2014,3,120000000,-99,-99,129804000,921,8012,124.2353465,7.201788887,,
"Carnapping (motorcycle) in Sinsuat Avenue, Brgy. Rosary Heights 1, Cotabato City",9,10,2017,3,120000000,-99,-99,129804000,921,8012,124.2439125,7.218945798,,
"Carnapping (motorcyle) in Brgy. Batu-Batu, Panglima Sugala (Balimbing), Tawi-Tawi",1,8,2018,3,150000000,157000000,157001000,-99,921,8012,119.8830199,5.091288917,,
"Carnapping (motorcyle) in Brgy. Rosary Heights 4, Cotabato City",22,5,2018,10,120000000,-99,-99,129804000,921,1007,124.2468462,7.213414081,,
"Carnapping (motorycle) in Brgy. Tulay, Jolo, Sulu",6,10,2017,12,150000000,156600000,156602000,-99,921,8012,120.9956411,6.051182294,,
"Carnapping and abduction in Brgy. Camalig Bandara Ingud, Marantao, Lanao del Sur",17,5,2015,3,150000000,153600000,153616000,-99,921,8009,124.2438824,7.963845405,,
"Carnapping and robbery in Brgy. Poblacion 4, Cotabato City",15,9,2016,3,120000000,-99,-99,129804000,921,1007,124.2523705,7.219064067,,
"Carnapping and shooting in Brgy. Salongabanding, Tamparan, Lanao del Sur",14,6,2016,3,150000000,153600000,153626000,-99,921,8012,124.3326647,7.867521272,,
"Carnapping at the boundary of Brgy. Romangaob and Brgy. Kuya, South Upi, Maguindanao",26,5,2013,3,150000000,153800000,153817000,-99,921,1007,124.1783179,6.845109866,,
"Carnapping in Al-nor Mall, Brgy. Rosary Heights 9, Cotabato City ",24,4,2016,3,120000000,-99,-99,129804000,921,8012,124.2390463,7.194792729,,
"Carnapping in Barter Trade, Brgy. Rosary Heights 7, Cotabato City",30,5,2016,3,120000000,-99,-99,129804000,921,8012,124.2450308,7.199083664,,
"Carnapping in Brgy. Aguada, Isabela City",11,8,2011,3,90000000,-99,-99,99701000,921,1007,121.9684714,6.697143855,,
"Carnapping in Brgy. Aguada, Isabela City",20,9,2011,3,90000000,-99,-99,99701000,921,1007,121.9684714,6.697143855,,
"Carnapping in Brgy. Alat, Jolo, Sulu",9,1,2015,3,150000000,156600000,156602000,-99,921,1007,120.9971111,6.047975815,,
"Carnapping in Brgy. Alat, Jolo, Sulu",6,3,2016,3,150000000,156600000,156602000,-99,921,8012,120.9971111,6.047975815,,
"Carnapping in Brgy. Alat, Jolo, Sulu",9,5,2016,3,150000000,156600000,156602000,-99,921,8012,120.9971111,6.047975815,,
"Carnapping in Brgy. Alat, Jolo, Sulu",12,7,2015,3,150000000,156600000,156602000,-99,921,1007,120.9971111,6.047975815,,
"Carnapping in Brgy. Alog, Lumbatan, Lanao del Sur",2,7,2014,3,150000000,153600000,153612000,-99,921,8007,124.2474242,7.777537432,,
"Carnapping in Brgy. Asturias, Jolo, Sulu",26,1,2016,3,150000000,156600000,156602000,-99,921,8012,121.0005716,6.046310178,,
"Carnapping in Brgy. Asturias, Jolo, Sulu",4,2,2015,3,150000000,156600000,156602000,-99,921,1007,121.0005716,6.046310178,,
"Carnapping in Brgy. Asturias, Jolo, Sulu",29,2,2016,3,150000000,156600000,156602000,-99,921,8012,121.0005716,6.046310178,,
"Carnapping in Brgy. Asturias, Jolo, Sulu",7,3,2016,3,150000000,156600000,156602000,-99,921,8012,121.0005716,6.046310178,,
"Carnapping in Brgy. Asturias, Jolo, Sulu",12,3,2016,3,150000000,156600000,156602000,-99,921,8012,121.0005716,6.046310178,,
"Carnapping in Brgy. Asturias, Jolo, Sulu",21,3,2016,3,150000000,156600000,156602000,-99,921,8012,121.0005716,6.046310178,,
"Carnapping in Brgy. Asturias, Jolo, Sulu",9,5,2016,3,150000000,156600000,156602000,-99,921,8012,121.0005716,6.046310178,,
"Carnapping in Brgy. Asturias, Jolo, Sulu",9,5,2016,3,150000000,156600000,156602000,-99,921,8012,121.0005716,6.046310178,,
"Carnapping in Brgy. Asturias, Jolo, Sulu",31,5,2016,3,150000000,156600000,156602000,-99,921,8012,121.0005716,6.046310178,,
"Carnapping in Brgy. Asturias, Jolo, Sulu",21,6,2016,3,150000000,156600000,156602000,-99,921,8012,121.0005716,6.046310178,,
"Carnapping in Brgy. Asturias, Jolo, Sulu",24,6,2016,3,150000000,156600000,156602000,-99,921,8012,121.0005716,6.046310178,,
"Carnapping in Brgy. Asturias, Jolo, Sulu",1,7,2015,3,150000000,156600000,156602000,-99,921,1007,121.0005716,6.046310178,,
"Carnapping in Brgy. Asturias, Jolo, Sulu",1,7,2016,3,150000000,156600000,156602000,-99,921,8012,121.0005716,6.046310178,,
"Carnapping in Brgy. Asturias, Jolo, Sulu",8,9,2016,3,150000000,156600000,156602000,-99,921,8012,121.0005716,6.046310178,,
"Carnapping in Brgy. Asturias, Jolo, Sulu",24,9,2015,3,150000000,156600000,156602000,-99,921,1007,121.0005716,6.046310178,,
"Carnapping in Brgy. Asturias, Jolo, Sulu",12,12,2015,3,150000000,156600000,156602000,-99,921,1007,121.0005716,6.046310178,,
"Carnapping in Brgy. Asturias, Jolo, Sulu",20,12,2015,3,150000000,156600000,156602000,-99,921,1007,121.0005716,6.046310178,,
"Carnapping in Brgy. Awang, Datu Odin Sinsuat, Maguindanao",18,4,2016,2,150000000,153800000,153807000,-99,921,8012,124.2200147,7.149563294,,
"Carnapping in Brgy. Ba-as, Lamitan City, Basilan",4,1,2016,3,150000000,150700000,-99,150702000,921,8012,122.171901,6.58566419,,
"Carnapping in Brgy. Ba-as, Lamitan City, Basilan",4,1,2016,3,150000000,150700000,-99,150702000,921,8012,122.171901,6.58566419,,
"Carnapping in Brgy. Ba-as, Lamitan City, Basilan",14,6,2012,3,150000000,150700000,-99,150702000,921,1007,122.171901,6.58566419,,
"Carnapping in Brgy. Ba-as, Lamitan City, Basilan",4,9,2014,3,150000000,150700000,-99,150702000,921,1007,122.171901,6.58566419,,
"Carnapping in Brgy. Ba-as, Lamitan City, Basilan",30,9,2015,3,150000000,150700000,-99,150702000,921,8012,122.171901,6.58566419,,
"Carnapping in Brgy. Bacayawan, Marantao, Lanao del Sur",18,1,2014,3,150000000,153600000,153616000,-99,921,1007,124.224635,7.927298839,,
"Carnapping in Brgy. Bagong, Shariff Aguak, Maguindanao",10,9,2015,3,150000000,153800000,153808000,-99,921,1007,124.4527454,6.893254,,
"Carnapping in Brgy. Bagua 1, Cotabato City",3,3,2011,3,120000000,-99,-99,129804000,921,1007,124.2304134,7.223362251,,
"Carnapping in Brgy. Bagua, Cotabato City",11,1,2011,3,120000000,-99,-99,129804000,921,1007,124.2416605,7.225171479,,
"Carnapping in Brgy. Baguindan, Tipo-Tipo, Basilan ",19,6,2014,3,150000000,150700000,150706000,-99,921,1007,122.1429226,6.491034188,,
"Carnapping in Brgy. Banggolo, Marawi City, Lanao del Sur",31,7,2014,3,150000000,153600000,-99,153617000,921,1007,124.2909603,8.001108902,,
"Carnapping in Brgy. Bangkal, Patikul, Sulu",24,1,2016,3,150000000,156600000,156611000,-99,921,8012,121.0464697,6.051029298,,
"Carnapping in Brgy. Bangkal, Patikul, Sulu",28,6,2016,3,150000000,156600000,156611000,-99,921,8012,121.0464697,6.051029298,,
"Carnapping in Brgy. Barorao, Balabagan, Lanao del Sur",14,11,2011,3,150000000,153600000,153602000,-99,921,1007,124.1098843,7.549565051,,
"Carnapping in Brgy. Batu-Batu, Panglima Sugala (Balimbing), Tawi-Tawi",13,9,2014,3,150000000,157000000,157001000,-99,921,8012,119.8830199,5.091288917,,
"Carnapping in Brgy. Biid, Parang, Sulu",29,9,2016,3,150000000,156600000,156609000,-99,921,8012,120.9192094,5.944869121,,
"Carnapping in Brgy. Binuangan, Isabela City",10,8,2011,3,90000000,-99,-99,99701000,921,1007,121.991331,6.701568442,,
"Carnapping in Brgy. Bongao Poblacion, Bongao, Tawi-Tawi",7,1,2016,3,150000000,157000000,157002000,-99,921,8012,119.7723973,5.03036731,,
"Carnapping in Brgy. Bongao Poblacion, Bongao, Tawi-Tawi",30,1,2012,3,150000000,157000000,157002000,-99,921,1007,119.7723973,5.03036731,,
"Carnapping in Brgy. Bongao Poblacion, Bongao, Tawi-Tawi",29,4,2016,3,150000000,157000000,157002000,-99,921,8012,119.7723973,5.03036731,,
"Carnapping in Brgy. Bongao Poblacion, Bongao, Tawi-Tawi",29,4,2016,3,150000000,157000000,157002000,-99,921,8012,119.7723973,5.03036731,,
"Carnapping in Brgy. Bongao Poblacion, Bongao, Tawi-Tawi",29,4,2016,3,150000000,157000000,157002000,-99,921,8012,119.7723973,5.03036731,,
"Carnapping in Brgy. Bo-ot, Wao, Lanao del Sur",4,3,2016,3,150000000,153600000,153630000,-99,921,8012,124.725239,7.610476226,,
"Carnapping in Brgy. Borongotan, Upi, Maguindanao",21,1,2015,3,150000000,153800000,153815000,-99,921,1007,124.167542,6.983845526,,
"Carnapping in Brgy. Bualan, Barira, Maguindanao",10,4,2015,3,150000000,153800000,153818000,-99,921,1007,124.3129286,7.452853975,,
"Carnapping in Brgy. Bulit, Pagagawan, Maguindanao",23,4,2016,3,150000000,153800000,153822000,-99,921,8012,124.7692145,7.120101809,,
"Carnapping in Brgy. Bus-bus, Jolo, Sulu",2,1,2016,3,150000000,156600000,156602000,-99,921,8012,121.0080767,6.058947101,,
"Carnapping in Brgy. Bus-bus, Jolo, Sulu",23,1,2016,3,150000000,156600000,156602000,-99,921,8012,121.0080767,6.058947101,,
"Carnapping in Brgy. Bus-bus, Jolo, Sulu",23,1,2016,3,150000000,156600000,156602000,-99,921,8012,121.0080767,6.058947101,,
"Carnapping in Brgy. Bus-bus, Jolo, Sulu",9,5,2016,1,150000000,156600000,156602000,-99,921,8012,121.0080767,6.058947101,,
"Carnapping in Brgy. Bus-bus, Jolo, Sulu",16,6,2016,3,150000000,156600000,156602000,-99,921,8012,121.0080767,6.058947101,,
"Carnapping in Brgy. Bus-bus, Jolo, Sulu",26,6,2016,3,150000000,156600000,156602000,-99,921,8012,121.0080767,6.058947101,,
"Carnapping in Brgy. Bus-bus, Jolo, Sulu",3,9,2016,3,150000000,156600000,156602000,-99,921,8012,121.0080767,6.058947101,,
"Carnapping in Brgy. Cabasaran, Marawi City, Lanao del Sur",2,2,2015,3,150000000,153600000,-99,153617000,921,1007,124.2919909,8.044420631,,
"Carnapping in Brgy. Capiton, Datu Odin Sinsuat, Maguindanao",8,7,2015,2,150000000,153800000,153807000,-99,921,1007,124.2388347,7.163972118,,
"Carnapping in Brgy. Chinese Pier, Jolo, Sulu",13,5,2016,3,150000000,156600000,156602000,-99,921,8012,120.9974084,6.053248526,,
"Carnapping in Brgy. Crossing Simuay, Sultan Kudarat, Maguindanao",4,10,2014,3,150000000,153800000,153812000,-99,921,1007,124.3076389,7.269439902,,
"Carnapping in Brgy. Dalican Poblacion, Datu Odin Sinsuat, Maguindanao",8,7,2016,3,150000000,153800000,153807000,-99,921,8012,124.3180412,7.017247023,,
"Carnapping in Brgy. Dalumangcob, Sultan Kudarat, Maguindanao",12,9,2015,3,150000000,153800000,153812000,-99,921,1007,124.2924564,7.263835183,,
"Carnapping in Brgy. Dansalan, Marawi City, Lanao del Sur",22,4,2016,3,150000000,153600000,-99,153617000,921,8012,124.2919265,7.996308284,,
"Carnapping in Brgy. Dona Ramona, Isabela City",30,7,2011,3,90000000,-99,-99,99701000,921,1007,121.9698644,6.70126099,,
"Carnapping in Brgy. Gandasuli, Patikul, Sulu",16,1,2016,3,150000000,156600000,156611000,-99,921,8012,121.0254251,6.055536282,,
"Carnapping in Brgy. Gata, Poonabayabao, Lanao del Sur",2,8,2014,3,150000000,153600000,153622000,-99,921,1007,124.3392317,7.849350076,,
"Carnapping in Brgy. Guiong, Sumisip, Basilan",8,8,2014,3,150000000,150700000,150705000,-99,921,1007,122.0008572,6.441020132,,
"Carnapping in Brgy. Inug-ug, Pagalungan, Maguindanao",17,7,2015,3,150000000,153800000,153810000,-99,921,1007,124.7229068,7.031393711,,
"Carnapping in Brgy. Isabela Proper, Isabela City",19,12,2016,3,90000000,-99,-99,99701000,921,8012,121.9723854,6.705116151,,
"Carnapping in Brgy. Kabatangan, Wao, Lanao del Sur",15,2,2015,3,150000000,153600000,153630000,-99,921,1007,124.7640949,7.605818886,,
"Carnapping in Brgy. Kajatian, Indanan, Sulu",8,6,2016,3,150000000,156600000,156601000,-99,921,8012,120.9911201,6.036994755,,
"Carnapping in Brgy. Kajatian, Indanan, Sulu",13,7,2016,1,150000000,156600000,156601000,-99,921,8012,120.9911201,6.036994755,,
"Carnapping in Brgy. Kajatian, Indanan, Sulu",24,9,2015,3,150000000,156600000,156601000,-99,921,1007,120.9911201,6.036994755,,
"Carnapping in Brgy. Kalanganan 2, Cotabato City",15,9,2016,3,120000000,-99,-99,129804000,921,8012,124.1958667,7.206422227,,
"Carnapping in Brgy. Kaumpurnah Zone 1, Isabela City",28,3,2012,3,90000000,-99,-99,99701000,921,1007,121.9731146,6.709009295,,
"Carnapping in Brgy. Kauran, Ampatuan, Maguindanao",8,1,2015,3,150000000,153800000,153801000,-99,921,1007,124.4748624,6.78273055,,
"Carnapping in Brgy. Kauran, Ampatuan, Maguindanao",24,12,2015,5,150000000,153800000,153801000,-99,921,5008,124.4748624,6.78273055,,
"Carnapping in Brgy. Kitango, Datu Saudi Ampatuan, Maguindanao",27,7,2016,3,150000000,153800000,153826000,-99,921,8012,124.4451777,6.949026905,,
"Carnapping in Brgy. Kumalarang, Isabela City",1,12,2016,3,90000000,-99,-99,99701000,921,8012,121.9448231,6.659066358,,
"Carnapping in Brgy. La Piedad, Isabela City",4,4,2012,3,90000000,-99,-99,99701000,921,1007,121.9740554,6.701579162,,
"Carnapping in Brgy. La Piedad, Isabela City",17,7,2012,3,90000000,-99,-99,99701000,921,1007,121.9740554,6.701579162,,
"Carnapping in Brgy. Labu-labu, Shariff Aguak, Maguindanao",5,2,2015,-98,150000000,153800000,153808000,-99,921,1007,124.4456759,6.849880741,,
"Carnapping in Brgy. Labu-Labu, Shariff Aguak, Maguindanao",28,10,2014,3,150000000,153800000,153808000,-99,921,1007,124.4456759,6.849880741,,
"Carnapping in Brgy. Labu-Labu, Shariff Aguak, Maguindanao",30,10,2014,3,150000000,153800000,153808000,-99,921,1007,124.4456759,6.849880741,,
"Carnapping in Brgy. Labungan, Datu Odin Sinsuat, Maguindanao",17,2,2015,3,150000000,153800000,153807000,-99,921,1007,124.2375545,7.1069461,,
"Carnapping in Brgy. Lalabuan, Balabagan, Lanao del Sur",15,9,2016,3,150000000,153600000,153602000,-99,2032,8012,124.1040572,7.553687393,,
"Carnapping in Brgy. Landasan, Parang, Maguindanao",12,4,2015,3,150000000,153800000,153811000,-99,921,1007,124.2470118,7.335805166,,
"Carnapping in Brgy. Landasan, Parang, Maguindanao",6,9,2015,3,150000000,153800000,153811000,-99,921,1007,124.2470118,7.335805166,,
"Carnapping in Brgy. Laum Maimbung, Maimbung, Sulu",8,12,2015,1,150000000,156600000,156605000,-99,921,1007,121.0195082,5.943792714,,
"Carnapping in Brgy. Liang, Patikul, Sulu",27,8,2011,3,150000000,156600000,156611000,-99,921,1007,121.0404336,6.068494149,,
